,Row,Anon Student Id,Problem Hierarchy,Problem Name,Problem View,Step Name,Step Start Time,First Transaction Time,Correct Transaction Time,Step End Time,Step Duration (sec),Correct Step Duration (sec),Error Step Duration (sec),Correct First Attempt,Incorrects,Hints,Corrects,KC(Default),Opportunity(Default)
2140036,2853985,171eKI1Z,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,27:34.0,27:40.0,27:40.0,27:40.0,6,6,,1,0,0,1,"Finding the intersection, SIF",1
2140103,2854052,171eKI1Z,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,2,Intersection 1 X,53:30.0,53:46.0,,02:27.0,205,,205,0,9,11,0,"Finding the intersection, SIF",2
2140487,2854436,171eKI1Z,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,54:54.0,55:10.0,55:10.0,55:10.0,16,16,,1,0,0,1,"Finding the intersection, SIF",3
2140577,2854526,171eKI1Z,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,02:21.0,02:26.0,02:26.0,02:26.0,5,5,,1,0,0,1,"Finding the intersection, SIF",4
2141323,2855539,171eKI1Z,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,24:15.0,24:18.0,24:18.0,24:18.0,3,3,,1,0,0,1,"Finding the intersection, SIF",6
2141349,2855565,171eKI1Z,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYGE-100X-500&YLE50X+150,1,Intersection 1 X,27:36.0,27:44.0,27:44.0,27:44.0,8,8,,1,0,0,1,"Finding the intersection, SIF",7
2156500,2875099,171nKnHW,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,1,Intersection 1 X,16:13.0,16:19.0,17:50.0,17:50.0,38,,38,0,3,1,1,"Finding the intersection, SIF",1
2156523,2875122,171nKnHW,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,21:03.0,21:06.0,21:06.0,21:06.0,3,3,,1,0,0,1,"Finding the intersection, SIF",2
2156765,2875364,171nKnHW,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,13:45.0,13:50.0,13:50.0,13:50.0,5,5,,1,0,0,1,"Finding the intersection, SIF",3
2157245,2875976,171nKnHW,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,21:20.0,21:24.0,21:24.0,21:24.0,4,4,,1,0,0,1,"Finding the intersection, SIF",5
2249580,2998236,2483mf0as,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X+5&Y=-2X+5,1,Intersection 1 X,08:38.0,08:43.0,08:43.0,08:43.0,5,5,,1,0,0,1,"Finding the intersection, SIF",1
2249617,2998273,2483mf0as,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-100X-500&Y=50X+150,2,Intersection 1 X,51:53.0,52:03.0,54:26.0,54:26.0,47,,47,0,3,2,1,"Finding the intersection, SIF",2
2249793,2998449,2483mf0as,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=-3X&Y=3X+11,1,Intersection 1 X,12:15.0,12:19.0,12:19.0,12:19.0,4,4,,1,0,0,1,"Finding the intersection, SIF",3
2249835,2998491,2483mf0as,"Unit LINEAR-SYSTEMS-SOLVING, Section LINEAR-SYSTEMS-SOLVING-2",SY=2X&Y=-3X+5,1,Intersection 1 X,17:18.0,17:20.0,17:20.0,17:20.0,2,2,,1,0,0,1,"Finding the intersection, SIF",4
2250146,2998845,2483mf0as,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-3X-2&YGT-5X+12,1,Intersection 1 X,54:34.0,54:42.0,54:42.0,54:42.0,8,8,,1,0,0,1,"Finding the intersection, SIF",6
2250173,2998872,2483mf0as,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYGE-100X-500&YLE50X+150,1,Intersection 1 X,59:56.0,00:00.0,01:04.0,01:04.0,21,,21,0,4,0,1,"Finding the intersection, SIF",7
2250317,2999016,2483mf0as,"Unit INEQUALITY-SYSTEMS-SOLVING, Section INEQUALITY-SYSTEMS-SOLVING-1",SYLT-0.75X-2&YGT0.25X+7,1,Intersection 1 X,54:49.0,54:52.0,54:52.0,54:52.0,3,3,,1,0,0,1,"Finding the intersection, SIF",8
6000,7788,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,58:11.0,58:21.0,58:24.0,58:24.0,13,,13,0,2,0,1,Plot decimal - thousandths,1
6006,7794,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,00:00.0,00:09.0,00:22.0,00:22.0,22,,22,0,7,2,1,Plot decimal - thousandths,2
6027,7815,3cjD21W,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,06:33.0,06:46.0,06:53.0,06:53.0,20,,20,0,4,1,1,Plot decimal - thousandths,3
20940,28483,JJGL4Ig,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-029,1,RationalNumberline1,15:04.0,15:48.0,16:03.0,16:03.0,53,,53,0,3,1,1,Plot decimal - thousandths,1
20958,28501,JJGL4Ig,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-290,1,RationalNumberline1,19:40.0,19:52.0,19:52.0,19:52.0,12,12,,1,0,0,1,Plot decimal - thousandths,2
29221,38922,Y6120Vs,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-154,1,RationalNumberline1,51:12.0,51:18.0,51:23.0,51:23.0,11,,11,0,1,0,1,Plot decimal - thousandths,1
29232,38933,Y6120Vs,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-280,1,RationalNumberline1,53:54.0,54:03.0,54:03.0,54:03.0,9,9,,1,0,0,1,Plot decimal - thousandths,2
33229,44404,ZBj33oo,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,17:25.0,17:32.0,17:32.0,17:32.0,7,7,,1,0,0,1,Plot decimal - thousandths,1
36914,49049,1T4w47X,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,59:58.0,00:08.0,00:09.0,00:09.0,11,,11,0,1,0,1,Plot decimal - thousandths,1
36938,49073,1T4w47X,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-113,1,RationalNumberline1,05:52.0,05:57.0,06:05.0,06:05.0,13,,13,0,4,1,1,Plot decimal - thousandths,2
36945,49080,1T4w47X,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-280,1,RationalNumberline1,07:20.0,07:28.0,07:41.0,07:41.0,17,,17,0,3,1,1,Plot decimal - thousandths,3
52050,68886,Ahip2F0,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-280,1,RationalNumberline1,20:44.0,20:51.0,21:04.0,21:04.0,20,,20,0,3,1,1,Plot decimal - thousandths,1
52073,68909,Ahip2F0,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-083,1,RationalNumberline1,27:51.0,28:02.0,28:05.0,28:05.0,14,,14,0,2,0,1,Plot decimal - thousandths,2
52077,68913,Ahip2F0,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-113,1,RationalNumberline1,28:52.0,29:03.0,29:03.0,29:03.0,11,11,,1,0,0,1,Plot decimal - thousandths,3
57952,77019,etcr9s4,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-154,1,RationalNumberline1,35:12.0,35:26.0,35:26.0,35:26.0,14,14,,1,0,0,1,Plot decimal - thousandths,1
68250,90462,ks545SC,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,29:56.0,30:06.0,30:06.0,30:06.0,10,10,,1,0,0,1,Plot decimal - thousandths,1
68271,90483,ks545SC,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,34:23.0,34:31.0,34:31.0,34:31.0,8,8,,1,0,0,1,Plot decimal - thousandths,2
73614,97874,lU0S6m4,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-124,1,RationalNumberline1,36:26.0,36:37.0,36:44.0,36:44.0,18,,18,0,2,0,1,Plot decimal - thousandths,1
73631,97891,lU0S6m4,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,41:52.0,42:01.0,42:01.0,42:01.0,9,9,,1,0,0,1,Plot decimal - thousandths,2
73642,97902,lU0S6m4,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,45:44.0,45:55.0,46:01.0,46:01.0,17,,17,0,1,0,1,Plot decimal - thousandths,3
73643,97903,lU0S6m4,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-154,1,RationalNumberline1,46:04.0,46:12.0,46:12.0,46:12.0,8,8,,1,0,0,1,Plot decimal - thousandths,4
80496,107119,Vd9xmeb,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,21:54.0,22:04.0,22:11.0,22:11.0,17,,17,0,3,1,1,Plot decimal - thousandths,1
80511,107134,Vd9xmeb,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-164,1,RationalNumberline1,30:43.0,30:51.0,30:51.0,30:51.0,8,8,,1,0,0,1,Plot decimal - thousandths,2
84082,112180,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-029,1,RationalNumberline1,29:02.0,29:08.0,29:36.0,29:36.0,29,,29,0,1,1,1,Plot decimal - thousandths,1
84103,112201,0I891Gg,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,36:14.0,36:31.0,36:50.0,36:50.0,30,,30,0,5,1,1,Plot decimal - thousandths,2
89881,119593,35jI12H,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,20:55.0,21:04.0,21:04.0,21:04.0,9,9,,1,0,0,1,Plot decimal - thousandths,1
95314,127182,59v7i97,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-280,1,RationalNumberline1,56:39.0,56:47.0,56:47.0,56:47.0,8,8,,1,0,0,1,Plot decimal - thousandths,1
99775,132819,7BJfpoV,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,54:13.0,54:25.0,54:25.0,54:25.0,12,12,,1,0,0,1,Plot decimal - thousandths,1
106447,141365,7gi78ec,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-113,1,RationalNumberline1,05:10.0,05:20.0,05:27.0,05:27.0,17,,17,0,5,1,1,Plot decimal - thousandths,1
106485,141403,7gi78ec,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-164,1,RationalNumberline1,21:52.0,22:07.0,22:07.0,22:07.0,15,15,,1,0,0,1,Plot decimal - thousandths,2
110154,146431,7LZr10z,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-029,1,RationalNumberline1,06:42.0,06:56.0,07:11.0,07:11.0,29,,29,0,4,1,1,Plot decimal - thousandths,1
110165,146442,7LZr10z,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-280,1,RationalNumberline1,09:52.0,10:06.0,10:06.0,10:06.0,14,14,,1,0,0,1,Plot decimal - thousandths,2
116993,155494,c71bRSy,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,17:41.0,17:50.0,17:50.0,17:50.0,9,9,,1,0,0,1,Plot decimal - thousandths,1
122327,162582,C76m01z,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-124,1,RationalNumberline1,33:13.0,33:25.0,33:25.0,33:25.0,12,12,,1,0,0,1,Plot decimal - thousandths,1
127079,169144,E9dzBix,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,05:40.0,06:10.0,06:11.0,06:11.0,31,,31,0,1,0,1,Plot decimal - thousandths,1
132306,176007,F713eQN,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-159,1,RationalNumberline1,03:27.0,03:46.0,03:58.0,03:58.0,25,,25,0,4,1,1,Plot decimal - thousandths,1
132366,176067,F713eQN,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,18:03.0,18:08.0,18:25.0,18:25.0,13,,13,0,5,1,1,Plot decimal - thousandths,2
139289,185003,hop791a,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,17:05.0,17:22.0,17:26.0,17:26.0,21,,21,0,2,0,1,Plot decimal - thousandths,1
139301,185015,hop791a,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-159,1,RationalNumberline1,24:17.0,24:53.0,24:57.0,24:57.0,40,,40,0,3,1,1,Plot decimal - thousandths,2
139306,185020,hop791a,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,26:40.0,26:54.0,26:54.0,26:54.0,14,14,,1,0,0,1,Plot decimal - thousandths,3
139315,185029,hop791a,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,30:08.0,30:18.0,30:18.0,30:18.0,10,10,,1,0,0,1,Plot decimal - thousandths,4
143020,190135,i0PeR6q,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,02:19.0,02:33.0,02:46.0,02:46.0,22,,22,0,4,1,1,Plot decimal - thousandths,1
143056,190171,i0PeR6q,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,12:48.0,12:54.0,12:55.0,12:55.0,7,,7,0,1,0,1,Plot decimal - thousandths,2
145569,193734,i0PeR6q,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-290,1,RationalNumberline1,27:41.0,29:10.0,29:18.0,29:18.0,97,,97,0,5,1,1,Plot decimal - thousandths,3
145615,193780,i0PeR6q,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,2,RationalNumberline1,03:02.0,04:42.0,04:42.0,04:42.0,100,100,,1,0,0,1,Plot decimal - thousandths,4
148147,197318,MYmjG5R,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-124,1,RationalNumberline1,56:10.0,56:24.0,56:46.0,56:46.0,28,,28,0,6,2,1,Plot decimal - thousandths,1
148213,197384,MYmjG5R,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,24:25.0,24:46.0,25:08.0,25:08.0,37,,37,0,3,1,1,Plot decimal - thousandths,2
153766,204489,NOD85nt,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-154,1,RationalNumberline1,17:45.0,18:00.0,18:22.0,18:22.0,37,,37,0,9,3,1,Plot decimal - thousandths,1
153788,204511,NOD85nt,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,25:37.0,25:51.0,26:05.0,26:05.0,22,,22,0,3,1,1,Plot decimal - thousandths,2
155702,207151,rju8f7v,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-113,1,RationalNumberline1,01:16.0,01:40.0,02:01.0,02:01.0,37,,37,0,2,1,1,Plot decimal - thousandths,1
155740,207189,rju8f7v,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,15:32.0,15:56.0,16:13.0,16:13.0,35,,35,0,3,1,1,Plot decimal - thousandths,2
155747,207196,rju8f7v,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-225,1,RationalNumberline1,18:36.0,19:08.0,19:08.0,19:08.0,32,32,,1,0,0,1,Plot decimal - thousandths,3
160442,213336,x3A11ty,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-290,1,RationalNumberline1,15:00.0,15:11.0,15:11.0,15:11.0,11,11,,1,0,0,1,Plot decimal - thousandths,1
165279,219470,4gcLyqe,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-029,1,RationalNumberline1,05:54.0,06:04.0,06:17.0,06:17.0,21,,21,0,6,2,1,Plot decimal - thousandths,1
165311,219502,4gcLyqe,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-290,1,RationalNumberline1,36:46.0,37:03.0,37:18.0,37:18.0,32,,32,0,6,2,1,Plot decimal - thousandths,2
173727,231595,7OalbuD,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-124,1,RationalNumberline1,02:51.0,03:19.0,03:47.0,03:47.0,53,,53,0,5,1,1,Plot decimal - thousandths,1
173767,231635,7OalbuD,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,25:55.0,26:23.0,26:23.0,26:23.0,28,28,,1,0,0,1,Plot decimal - thousandths,2
179013,238433,a8YLu01,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-154,1,RationalNumberline1,04:38.0,04:50.0,04:52.0,04:52.0,14,,14,0,2,0,1,Plot decimal - thousandths,1
184479,245407,E2c6E5k,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-029,1,RationalNumberline1,53:10.0,53:19.0,53:28.0,53:28.0,12,,12,0,3,1,1,Plot decimal - thousandths,1
190328,253465,HsN9sHn,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-083,1,RationalNumberline1,12:38.0,12:51.0,13:03.0,13:03.0,19,,19,0,3,1,1,Plot decimal - thousandths,1
195261,261239,nag5fy8,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-154,1,RationalNumberline1,32:23.0,32:42.0,32:50.0,32:50.0,27,,27,0,1,0,1,Plot decimal - thousandths,1
199550,266928,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,50:00.0,50:13.0,50:18.0,50:18.0,18,,18,0,5,1,1,Plot decimal - thousandths,1
199582,266960,OTyrFDF,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,00:16.0,00:28.0,00:28.0,00:28.0,12,12,,1,0,0,1,Plot decimal - thousandths,2
204013,273003,Qro3hJX,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,44:29.0,45:14.0,45:14.0,45:14.0,45,45,,1,0,0,1,Plot decimal - thousandths,1
211653,283094,ug982yk,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-290,1,RationalNumberline1,12:46.0,13:08.0,13:49.0,13:49.0,56,,56,0,3,1,1,Plot decimal - thousandths,1
211671,283112,ug982yk,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-113,1,RationalNumberline1,25:48.0,26:04.0,26:08.0,26:08.0,20,,20,0,1,0,1,Plot decimal - thousandths,2
211677,283118,ug982yk,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,28:53.0,29:11.0,29:20.0,29:20.0,27,,27,0,1,0,1,Plot decimal - thousandths,3
211680,283121,ug982yk,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-124,1,RationalNumberline1,30:22.0,30:35.0,30:35.0,30:35.0,13,13,,1,0,0,1,Plot decimal - thousandths,4
211690,283131,ug982yk,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,37:30.0,37:40.0,37:49.0,37:49.0,19,,19,0,3,1,1,Plot decimal - thousandths,5
211691,283132,ug982yk,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-262,1,RationalNumberline1,38:01.0,38:23.0,38:23.0,38:23.0,22,22,,1,0,0,1,Plot decimal - thousandths,6
217508,290698,W4712vM,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-241,1,RationalNumberline1,13:40.0,13:52.0,13:52.0,13:52.0,12,12,,1,0,0,1,Plot decimal - thousandths,1
222642,297442,z3GhRzh,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-083,1,RationalNumberline1,57:32.0,57:46.0,58:15.0,58:15.0,19,,19,0,3,1,1,Plot decimal - thousandths,1
222675,297475,z3GhRzh,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-132,1,RationalNumberline1,17:54.0,18:21.0,18:30.0,18:30.0,36,,36,0,3,1,1,Plot decimal - thousandths,2
227715,304763,z7Zg3oy,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-124,1,RationalNumberline1,10:38.0,11:01.0,11:07.0,11:07.0,29,,29,0,1,0,1,Plot decimal - thousandths,1
227732,304780,z7Zg3oy,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-196,1,RationalNumberline1,24:29.0,24:52.0,24:52.0,24:52.0,23,23,,1,0,0,1,Plot decimal - thousandths,2
230846,308771,zt5vuLM,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-159,1,RationalNumberline1,10:55.0,11:07.0,11:15.0,11:15.0,20,,20,0,3,1,1,Plot decimal - thousandths,1
230870,308795,zt5vuLM,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-280,1,RationalNumberline1,22:46.0,22:52.0,22:52.0,22:52.0,6,6,,1,0,0,1,Plot decimal - thousandths,2
230882,308807,zt5vuLM,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-029,1,RationalNumberline1,26:15.0,26:24.0,26:41.0,26:41.0,21,,21,0,3,1,1,Plot decimal - thousandths,3
230883,308808,zt5vuLM,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-290,1,RationalNumberline1,26:46.0,26:57.0,26:57.0,26:57.0,11,11,,1,0,0,1,Plot decimal - thousandths,4
230890,308815,zt5vuLM,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-083,1,RationalNumberline1,29:03.0,29:11.0,29:12.0,29:12.0,9,,9,0,1,0,1,Plot decimal - thousandths,5
244425,326651,2711m108y8se,"Unit RATIONAL-IRRATIONAL-NUMBERS, Section RATIONAL-IRRATIONAL-NUMBERS-1",RATIONAL1-029,1,RationalNumberline1,23:29.0,23:40.0,23:43.0,23:43.0,14,,14,0,2,0,1,Plot decimal - thousandths,1
